item_id,cfg,source,flag,severity
arabic_language::22,arabic_language,arabic_mmlu,False,clean
arabic_language::23,arabic_language,arabic_mmlu,False,clean
arabic_language::24,arabic_language,arabic_mmlu,False,clean
arabic_language::25,arabic_language,arabic_mmlu,False,clean
arabic_language::26,arabic_language,arabic_mmlu,False,clean
arabic_language::27,arabic_language,arabic_mmlu,False,clean
arabic_language::28,arabic_language,arabic_mmlu,False,clean
arabic_language::29,arabic_language,arabic_mmlu,False,clean
arabic_language::30,arabic_language,arabic_mmlu,False,clean
arabic_language::31,arabic_language,arabic_mmlu,False,clean
arabic_language::32,arabic_language,arabic_mmlu,True,morphological
arabic_language::33,arabic_language,arabic_mmlu,True,morphological
arabic_language::34,arabic_language,arabic_mmlu,False,clean
arabic_language::35,arabic_language,arabic_mmlu,True,morphological
arabic_language::36,arabic_language,arabic_mmlu,False,clean
arabic_language::37,arabic_language,arabic_mmlu,False,clean
arabic_language::38,arabic_language,arabic_mmlu,False,clean
arabic_language::39,arabic_language,arabic_mmlu,False,clean
arabic_language::40,arabic_language,arabic_mmlu,False,clean
arabic_language::41,arabic_language,arabic_mmlu,False,clean
arabic_language::42,arabic_language,arabic_mmlu,False,clean
arabic_language::43,arabic_language,arabic_mmlu,False,clean
arabic_language::44,arabic_language,arabic_mmlu,False,clean
arabic_language::45,arabic_language,arabic_mmlu,False,clean
arabic_language::46,arabic_language,arabic_mmlu,True,morphological
arabic_language::47,arabic_language,arabic_mmlu,True,morphological
arabic_language::48,arabic_language,arabic_mmlu,False,clean
arabic_language::49,arabic_language,arabic_mmlu,False,clean
arabic_language::50,arabic_language,arabic_mmlu,False,clean
arabic_language::51,arabic_language,arabic_mmlu,True,morphological
arabic_language::52,arabic_language,arabic_mmlu,False,clean
arabic_language::53,arabic_language,arabic_mmlu,False,clean
arabic_language::54,arabic_language,arabic_mmlu,True,lexical_or_artifact
arabic_language::55,arabic_language,arabic_mmlu,True,morphological
arabic_language::56,arabic_language,arabic_mmlu,True,morphological
arabic_language::57,arabic_language,arabic_mmlu,False,clean
arabic_language::58,arabic_language,arabic_mmlu,False,clean
arabic_language::59,arabic_language,arabic_mmlu,True,morphological
arabic_language::60,arabic_language,arabic_mmlu,False,clean
arabic_language::61,arabic_language,arabic_mmlu,False,clean
arabic_language::62,arabic_language,arabic_mmlu,True,morphological
arabic_language::63,arabic_language,arabic_mmlu,True,morphological
arabic_language::64,arabic_language,arabic_mmlu,False,clean
arabic_language::65,arabic_language,arabic_mmlu,True,morphological
arabic_language::66,arabic_language,arabic_mmlu,True,morphological
arabic_language::67,arabic_language,arabic_mmlu,False,clean
arabic_language::68,arabic_language,arabic_mmlu,False,clean
arabic_language::69,arabic_language,arabic_mmlu,False,clean
arabic_language::70,arabic_language,arabic_mmlu,False,clean
arabic_language::71,arabic_language,arabic_mmlu,True,morphological
arabic_language::72,arabic_language,arabic_mmlu,False,clean
arabic_language::73,arabic_language,arabic_mmlu,False,clean
arabic_language::74,arabic_language,arabic_mmlu,False,clean
arabic_language::75,arabic_language,arabic_mmlu,True,morphological
arabic_language::76,arabic_language,arabic_mmlu,True,lexical_or_artifact
arabic_language::77,arabic_language,arabic_mmlu,False,clean
arabic_language::78,arabic_language,arabic_mmlu,False,clean
arabic_language::79,arabic_language,arabic_mmlu,True,morphological
arabic_language::80,arabic_language,arabic_mmlu,False,clean
arabic_language::81,arabic_language,arabic_mmlu,True,morphological
arabic_language::82,arabic_language,arabic_mmlu,False,clean
arabic_language::83,arabic_language,arabic_mmlu,True,lexical_or_artifact
arabic_language::84,arabic_language,arabic_mmlu,False,clean
arabic_language::85,arabic_language,arabic_mmlu,True,morphological
arabic_language::86,arabic_language,arabic_mmlu,False,clean
arabic_language::87,arabic_language,arabic_mmlu,False,clean
arabic_language::88,arabic_language,arabic_mmlu,False,clean
arabic_language::89,arabic_language,arabic_mmlu,False,clean
arabic_language::90,arabic_language,arabic_mmlu,True,morphological
arabic_language::91,arabic_language,arabic_mmlu,True,morphological
arabic_language::92,arabic_language,arabic_mmlu,True,morphological
arabic_language::93,arabic_language,arabic_mmlu,True,morphological
arabic_language::94,arabic_language,arabic_mmlu,True,morphological
arabic_language::95,arabic_language,arabic_mmlu,False,clean
arabic_language::96,arabic_language,arabic_mmlu,True,morphological
arabic_language::97,arabic_language,arabic_mmlu,False,clean
arabic_language::98,arabic_language,arabic_mmlu,False,clean
arabic_language::99,arabic_language,arabic_mmlu,True,morphological
arabic_language::100,arabic_language,arabic_mmlu,True,morphological
arabic_language::101,arabic_language,arabic_mmlu,False,clean
arabic_language::102,arabic_language,arabic_mmlu,False,clean
arabic_language::103,arabic_language,arabic_mmlu,False,clean
arabic_language::104,arabic_language,arabic_mmlu,False,clean
arabic_language::105,arabic_language,arabic_mmlu,False,clean
arabic_language::106,arabic_language,arabic_mmlu,False,clean
arabic_language::107,arabic_language,arabic_mmlu,False,clean
arabic_language::108,arabic_language,arabic_mmlu,False,clean
arabic_language::109,arabic_language,arabic_mmlu,True,morphological
arabic_language::110,arabic_language,arabic_mmlu,False,clean
arabic_language::111,arabic_language,arabic_mmlu,False,clean
arabic_language::112,arabic_language,arabic_mmlu,True,lexical_or_artifact
arabic_language::113,arabic_language,arabic_mmlu,False,clean
arabic_language::114,arabic_language,arabic_mmlu,False,clean
arabic_language::115,arabic_language,arabic_mmlu,False,clean
arabic_language::116,arabic_language,arabic_mmlu,False,clean
arabic_language::117,arabic_language,arabic_mmlu,True,morphological
arabic_language::118,arabic_language,arabic_mmlu,False,clean
arabic_language::119,arabic_language,arabic_mmlu,False,clean
arabic_language::120,arabic_language,arabic_mmlu,False,clean
arabic_language::121,arabic_language,arabic_mmlu,True,morphological
arabic_language::122,arabic_language,arabic_mmlu,False,clean
arabic_language::123,arabic_language,arabic_mmlu,True,morphological
arabic_language::124,arabic_language,arabic_mmlu,False,clean
arabic_language::125,arabic_language,arabic_mmlu,False,clean
arabic_language::126,arabic_language,arabic_mmlu,False,clean
arabic_language::127,arabic_language,arabic_mmlu,True,morphological
arabic_language::128,arabic_language,arabic_mmlu,False,clean
arabic_language::129,arabic_language,arabic_mmlu,False,clean
arabic_language::130,arabic_language,arabic_mmlu,False,clean
arabic_language::131,arabic_language,arabic_mmlu,False,clean
arabic_language::132,arabic_language,arabic_mmlu,False,clean
arabic_language::133,arabic_language,arabic_mmlu,True,lexical_or_artifact
arabic_language::134,arabic_language,arabic_mmlu,True,morphological
arabic_language::135,arabic_language,arabic_mmlu,False,clean
arabic_language::136,arabic_language,arabic_mmlu,False,clean
arabic_language::137,arabic_language,arabic_mmlu,False,clean
arabic_language::138,arabic_language,arabic_mmlu,False,clean
arabic_language::139,arabic_language,arabic_mmlu,True,morphological
arabic_language::140,arabic_language,arabic_mmlu,False,clean
arabic_language::141,arabic_language,arabic_mmlu,False,clean
arabic_language::142,arabic_language,arabic_mmlu,False,clean
arabic_language::143,arabic_language,arabic_mmlu,False,clean
arabic_language::144,arabic_language,arabic_mmlu,True,morphological
arabic_language::145,arabic_language,arabic_mmlu,False,clean
arabic_language::146,arabic_language,arabic_mmlu,True,morphological
arabic_language::147,arabic_language,arabic_mmlu,True,morphological
arabic_language::148,arabic_language,arabic_mmlu,False,clean
arabic_language::149,arabic_language,arabic_mmlu,False,clean
arabic_language::150,arabic_language,arabic_mmlu,False,clean
arabic_language::151,arabic_language,arabic_mmlu,True,morphological
arabic_language::152,arabic_language,arabic_mmlu,False,clean
arabic_language::153,arabic_language,arabic_mmlu,False,clean
arabic_language::154,arabic_language,arabic_mmlu,False,clean
arabic_language::155,arabic_language,arabic_mmlu,False,clean
arabic_language::156,arabic_language,arabic_mmlu,True,lexical_or_artifact
arabic_language::157,arabic_language,arabic_mmlu,False,clean
arabic_language::158,arabic_language,arabic_mmlu,False,clean
arabic_language::159,arabic_language,arabic_mmlu,False,clean
arabic_language::160,arabic_language,arabic_mmlu,False,clean
arabic_language::161,arabic_language,arabic_mmlu,True,morphological
arabic_language::162,arabic_language,arabic_mmlu,False,clean
arabic_language::163,arabic_language,arabic_mmlu,False,clean
arabic_language::164,arabic_language,arabic_mmlu,False,clean
arabic_language::165,arabic_language,arabic_mmlu,False,clean
arabic_language::166,arabic_language,arabic_mmlu,False,clean
arabic_language::167,arabic_language,arabic_mmlu,True,lexical_or_artifact
arabic_language::168,arabic_language,arabic_mmlu,True,morphological
arabic_language::169,arabic_language,arabic_mmlu,False,clean
arabic_language::170,arabic_language,arabic_mmlu,True,morphological
arabic_language::171,arabic_language,arabic_mmlu,True,lexical_or_artifact
arabic_language::172,arabic_language,arabic_mmlu,False,clean
arabic_language::173,arabic_language,arabic_mmlu,False,clean
arabic_language::174,arabic_language,arabic_mmlu,True,morphological
arabic_language::175,arabic_language,arabic_mmlu,False,clean
arabic_language::176,arabic_language,arabic_mmlu,False,clean
arabic_language::177,arabic_language,arabic_mmlu,False,clean
arabic_language::178,arabic_language,arabic_mmlu,False,clean
arabic_language::179,arabic_language,arabic_mmlu,True,lexical_or_artifact
arabic_language::180,arabic_language,arabic_mmlu,True,lexical_or_artifact
arabic_language::181,arabic_language,arabic_mmlu,True,lexical_or_artifact
arabic_language::182,arabic_language,arabic_mmlu,True,morphological
arabic_language::183,arabic_language,arabic_mmlu,False,clean
arabic_language::184,arabic_language,arabic_mmlu,False,clean
arabic_language::185,arabic_language,arabic_mmlu,True,lexical_or_artifact
arabic_language::186,arabic_language,arabic_mmlu,False,clean
arabic_language::187,arabic_language,arabic_mmlu,False,clean
arabic_language::188,arabic_language,arabic_mmlu,False,clean
arabic_language::189,arabic_language,arabic_mmlu,False,clean
arabic_language::190,arabic_language,arabic_mmlu,False,clean
arabic_language::191,arabic_language,arabic_mmlu,False,clean
arabic_language::192,arabic_language,arabic_mmlu,True,lexical_or_artifact
arabic_language::193,arabic_language,arabic_mmlu,False,clean
arabic_language::194,arabic_language,arabic_mmlu,False,clean
arabic_language::195,arabic_language,arabic_mmlu,False,clean
arabic_language::196,arabic_language,arabic_mmlu,True,morphological
arabic_language::197,arabic_language,arabic_mmlu,False,clean
arabic_language::198,arabic_language,arabic_mmlu,False,clean
arabic_language::199,arabic_language,arabic_mmlu,False,clean
arabic_language::200,arabic_language,arabic_mmlu,False,clean
arabic_language::201,arabic_language,arabic_mmlu,False,clean
arabic_language::202,arabic_language,arabic_mmlu,False,clean
arabic_language::203,arabic_language,arabic_mmlu,False,clean
arabic_language::204,arabic_language,arabic_mmlu,False,clean
arabic_language::205,arabic_language,arabic_mmlu,True,morphological
arabic_language::206,arabic_language,arabic_mmlu,False,clean
arabic_language::207,arabic_language,arabic_mmlu,False,clean
arabic_language::208,arabic_language,arabic_mmlu,True,morphological
arabic_language::209,arabic_language,arabic_mmlu,False,clean
arabic_language::210,arabic_language,arabic_mmlu,False,clean
arabic_language::211,arabic_language,arabic_mmlu,True,morphological
arabic_language::212,arabic_language,arabic_mmlu,False,clean
arabic_language::213,arabic_language,arabic_mmlu,True,morphological
arabic_language::214,arabic_language,arabic_mmlu,False,clean
arabic_language::215,arabic_language,arabic_mmlu,False,clean
arabic_language::216,arabic_language,arabic_mmlu,False,clean
arabic_language::217,arabic_language,arabic_mmlu,False,clean
arabic_language::218,arabic_language,arabic_mmlu,False,clean
arabic_language::219,arabic_language,arabic_mmlu,True,morphological
arabic_language::220,arabic_language,arabic_mmlu,False,clean
arabic_language::221,arabic_language,arabic_mmlu,True,morphological
arabic_language::222,arabic_language,arabic_mmlu,False,clean
arabic_language::223,arabic_language,arabic_mmlu,False,clean
arabic_language::224,arabic_language,arabic_mmlu,False,clean
arabic_language::225,arabic_language,arabic_mmlu,False,clean
arabic_language::226,arabic_language,arabic_mmlu,False,clean
arabic_language::227,arabic_language,arabic_mmlu,True,morphological
arabic_language::228,arabic_language,arabic_mmlu,False,clean
arabic_language::229,arabic_language,arabic_mmlu,False,clean
arabic_language::230,arabic_language,arabic_mmlu,True,morphological
arabic_language::231,arabic_language,arabic_mmlu,True,lexical_or_artifact
arabic_language::232,arabic_language,arabic_mmlu,False,clean
arabic_language::233,arabic_language,arabic_mmlu,False,clean
arabic_language::234,arabic_language,arabic_mmlu,False,clean
arabic_language::235,arabic_language,arabic_mmlu,True,morphological
arabic_language::236,arabic_language,arabic_mmlu,True,morphological
arabic_language::237,arabic_language,arabic_mmlu,False,clean
arabic_language::238,arabic_language,arabic_mmlu,False,clean
arabic_language::239,arabic_language,arabic_mmlu,False,clean
arabic_language::240,arabic_language,arabic_mmlu,False,clean
arabic_language::241,arabic_language,arabic_mmlu,False,clean
arabic_language::242,arabic_language,arabic_mmlu,True,morphological
arabic_language::243,arabic_language,arabic_mmlu,True,morphological
arabic_language::244,arabic_language,arabic_mmlu,True,lexical_or_artifact
arabic_language::245,arabic_language,arabic_mmlu,False,clean
arabic_language::246,arabic_language,arabic_mmlu,True,lexical_or_artifact
arabic_language::247,arabic_language,arabic_mmlu,False,clean
arabic_language::248,arabic_language,arabic_mmlu,False,clean
arabic_language::249,arabic_language,arabic_mmlu,False,clean
arabic_language::250,arabic_language,arabic_mmlu,False,clean
arabic_language::251,arabic_language,arabic_mmlu,False,clean
arabic_language::252,arabic_language,arabic_mmlu,False,clean
arabic_language::253,arabic_language,arabic_mmlu,True,morphological
arabic_language::254,arabic_language,arabic_mmlu,True,morphological
arabic_language::255,arabic_language,arabic_mmlu,False,clean
arabic_language::256,arabic_language,arabic_mmlu,True,morphological
arabic_language::257,arabic_language,arabic_mmlu,False,clean
arabic_language::258,arabic_language,arabic_mmlu,False,clean
arabic_language::259,arabic_language,arabic_mmlu,False,clean
arabic_language::260,arabic_language,arabic_mmlu,True,morphological
arabic_language::261,arabic_language,arabic_mmlu,False,clean
arabic_language::262,arabic_language,arabic_mmlu,False,clean
arabic_language::263,arabic_language,arabic_mmlu,False,clean
arabic_language::264,arabic_language,arabic_mmlu,False,clean
arabic_language::265,arabic_language,arabic_mmlu,True,morphological
arabic_language::266,arabic_language,arabic_mmlu,False,clean
arabic_language::267,arabic_language,arabic_mmlu,False,clean
arabic_language::268,arabic_language,arabic_mmlu,False,clean
arabic_language::269,arabic_language,arabic_mmlu,False,clean
arabic_language::270,arabic_language,arabic_mmlu,True,morphological
arabic_language::271,arabic_language,arabic_mmlu,False,clean
arabic_language::272,arabic_language,arabic_mmlu,False,clean
arabic_language::273,arabic_language,arabic_mmlu,False,clean
arabic_language::274,arabic_language,arabic_mmlu,False,clean
arabic_language::275,arabic_language,arabic_mmlu,False,clean
arabic_language::276,arabic_language,arabic_mmlu,False,clean
arabic_language::277,arabic_language,arabic_mmlu,False,clean
arabic_language::278,arabic_language,arabic_mmlu,False,clean
arabic_language::279,arabic_language,arabic_mmlu,False,clean
arabic_language::280,arabic_language,arabic_mmlu,False,clean
arabic_language::281,arabic_language,arabic_mmlu,False,clean
arabic_language::282,arabic_language,arabic_mmlu,False,clean
arabic_language::283,arabic_language,arabic_mmlu,False,clean
arabic_language::284,arabic_language,arabic_mmlu,True,morphological
arabic_language::285,arabic_language,arabic_mmlu,False,clean
arabic_language::286,arabic_language,arabic_mmlu,True,morphological
arabic_language::287,arabic_language,arabic_mmlu,True,morphological
arabic_language::288,arabic_language,arabic_mmlu,False,clean
arabic_language::289,arabic_language,arabic_mmlu,True,lexical_or_artifact
arabic_language::290,arabic_language,arabic_mmlu,True,morphological
arabic_language::291,arabic_language,arabic_mmlu,True,lexical_or_artifact
arabic_language::292,arabic_language,arabic_mmlu,True,lexical_or_artifact
arabic_language::293,arabic_language,arabic_mmlu,True,lexical_or_artifact
arabic_language::294,arabic_language,arabic_mmlu,True,morphological
arabic_language::295,arabic_language,arabic_mmlu,True,lexical_or_artifact
arabic_language::296,arabic_language,arabic_mmlu,True,morphological
arabic_language::297,arabic_language,arabic_mmlu,True,lexical_or_artifact
arabic_language::298,arabic_language,arabic_mmlu,False,clean
arabic_language::299,arabic_language,arabic_mmlu,False,clean
arabic_language::300,arabic_language,arabic_mmlu,False,clean
arabic_language::301,arabic_language,arabic_mmlu,False,clean
arabic_language::302,arabic_language,arabic_mmlu,False,clean
arabic_language::303,arabic_language,arabic_mmlu,True,morphological
arabic_language::304,arabic_language,arabic_mmlu,False,clean
arabic_language::305,arabic_language,arabic_mmlu,False,clean
arabic_language::306,arabic_language,arabic_mmlu,True,lexical_or_artifact
arabic_language::307,arabic_language,arabic_mmlu,False,clean
arabic_language::308,arabic_language,arabic_mmlu,True,morphological
arabic_language::309,arabic_language,arabic_mmlu,False,clean
arabic_language::310,arabic_language,arabic_mmlu,True,morphological
arabic_language::311,arabic_language,arabic_mmlu,True,morphological
arabic_language::312,arabic_language,arabic_mmlu,True,morphological
arabic_language::313,arabic_language,arabic_mmlu,True,morphological
arabic_language::314,arabic_language,arabic_mmlu,True,lexical_or_artifact
arabic_language::315,arabic_language,arabic_mmlu,True,lexical_or_artifact
arabic_language::316,arabic_language,arabic_mmlu,True,morphological
arabic_language::317,arabic_language,arabic_mmlu,True,morphological
arabic_language::318,arabic_language,arabic_mmlu,True,lexical_or_artifact
arabic_language::319,arabic_language,arabic_mmlu,False,clean
arabic_language::320,arabic_language,arabic_mmlu,True,morphological
arabic_language::321,arabic_language,arabic_mmlu,True,morphological
arabic_language::322,arabic_language,arabic_mmlu,False,clean
arabic_language::323,arabic_language,arabic_mmlu,True,morphological
arabic_language::324,arabic_language,arabic_mmlu,True,lexical_or_artifact
arabic_language::325,arabic_language,arabic_mmlu,False,clean
arabic_language::326,arabic_language,arabic_mmlu,False,clean
arabic_language::327,arabic_language,arabic_mmlu,True,morphological
arabic_language::328,arabic_language,arabic_mmlu,True,lexical_or_artifact
arabic_language::329,arabic_language,arabic_mmlu,False,clean
arabic_language::330,arabic_language,arabic_mmlu,True,lexical_or_artifact
arabic_language::331,arabic_language,arabic_mmlu,False,clean
arabic_language::332,arabic_language,arabic_mmlu,False,clean
arabic_language::333,arabic_language,arabic_mmlu,False,clean
arabic_language::334,arabic_language,arabic_mmlu,False,clean
arabic_language::335,arabic_language,arabic_mmlu,True,morphological
arabic_language::336,arabic_language,arabic_mmlu,True,morphological
arabic_language::337,arabic_language,arabic_mmlu,False,clean
arabic_language::338,arabic_language,arabic_mmlu,True,morphological
arabic_language::339,arabic_language,arabic_mmlu,True,lexical_or_artifact
arabic_language::340,arabic_language,arabic_mmlu,False,clean
arabic_language::341,arabic_language,arabic_mmlu,True,morphological
arabic_language::342,arabic_language,arabic_mmlu,True,lexical_or_artifact
arabic_language::343,arabic_language,arabic_mmlu,True,morphological
arabic_language::344,arabic_language,arabic_mmlu,False,clean
arabic_language::345,arabic_language,arabic_mmlu,False,clean
arabic_language::346,arabic_language,arabic_mmlu,True,morphological
arabic_language::347,arabic_language,arabic_mmlu,False,clean
arabic_language::348,arabic_language,arabic_mmlu,False,clean
arabic_language::349,arabic_language,arabic_mmlu,False,clean
arabic_language::350,arabic_language,arabic_mmlu,False,clean
arabic_language::351,arabic_language,arabic_mmlu,True,morphological
arabic_language::352,arabic_language,arabic_mmlu,True,lexical_or_artifact
arabic_language::353,arabic_language,arabic_mmlu,False,clean
arabic_language::354,arabic_language,arabic_mmlu,True,morphological
arabic_language::355,arabic_language,arabic_mmlu,False,clean
arabic_language::356,arabic_language,arabic_mmlu,False,clean
arabic_language::357,arabic_language,arabic_mmlu,False,clean
arabic_language::358,arabic_language,arabic_mmlu,True,morphological
arabic_language::359,arabic_language,arabic_mmlu,False,clean
arabic_language::360,arabic_language,arabic_mmlu,False,clean
arabic_language::361,arabic_language,arabic_mmlu,True,lexical_or_artifact
arabic_language::362,arabic_language,arabic_mmlu,False,clean
arabic_language::363,arabic_language,arabic_mmlu,False,clean
arabic_language::364,arabic_language,arabic_mmlu,False,clean
arabic_language::365,arabic_language,arabic_mmlu,False,clean
arabic_language::366,arabic_language,arabic_mmlu,False,clean
arabic_language::367,arabic_language,arabic_mmlu,True,morphological
arabic_language::368,arabic_language,arabic_mmlu,False,clean
arabic_language::369,arabic_language,arabic_mmlu,True,morphological
arabic_language::370,arabic_language,arabic_mmlu,False,clean
arabic_language::371,arabic_language,arabic_mmlu,True,morphological
arabic_language::372,arabic_language,arabic_mmlu,True,morphological
arabic_language::373,arabic_language,arabic_mmlu,False,clean
arabic_language::374,arabic_language,arabic_mmlu,True,morphological
arabic_language::375,arabic_language,arabic_mmlu,False,clean
arabic_language::376,arabic_language,arabic_mmlu,False,clean
arabic_language::377,arabic_language,arabic_mmlu,False,clean
arabic_language::378,arabic_language,arabic_mmlu,False,clean
arabic_language::379,arabic_language,arabic_mmlu,False,clean
arabic_language::380,arabic_language,arabic_mmlu,False,clean
arabic_language::381,arabic_language,arabic_mmlu,True,lexical_or_artifact
arabic_language::382,arabic_language,arabic_mmlu,False,clean
arabic_language::383,arabic_language,arabic_mmlu,False,clean
arabic_language::384,arabic_language,arabic_mmlu,False,clean
arabic_language::385,arabic_language,arabic_mmlu,False,clean
arabic_language::386,arabic_language,arabic_mmlu,True,morphological
arabic_language::387,arabic_language,arabic_mmlu,False,clean
arabic_language::388,arabic_language,arabic_mmlu,True,morphological
arabic_language::389,arabic_language,arabic_mmlu,True,lexical_or_artifact
arabic_language::390,arabic_language,arabic_mmlu,False,clean
arabic_language::391,arabic_language,arabic_mmlu,True,morphological
arabic_language::392,arabic_language,arabic_mmlu,True,lexical_or_artifact
arabic_language::393,arabic_language,arabic_mmlu,False,clean
arabic_language::394,arabic_language,arabic_mmlu,False,clean
arabic_language::395,arabic_language,arabic_mmlu,False,clean
arabic_language::396,arabic_language,arabic_mmlu,True,lexical_or_artifact
arabic_language::397,arabic_language,arabic_mmlu,False,clean
arabic_language::398,arabic_language,arabic_mmlu,True,lexical_or_artifact
arabic_language::399,arabic_language,arabic_mmlu,False,clean
arabic_language::400,arabic_language,arabic_mmlu,True,lexical_or_artifact
arabic_language::401,arabic_language,arabic_mmlu,True,morphological
arabic_language::402,arabic_language,arabic_mmlu,True,morphological
arabic_language::403,arabic_language,arabic_mmlu,True,morphological
arabic_language::404,arabic_language,arabic_mmlu,False,clean
arabic_language::405,arabic_language,arabic_mmlu,False,clean
arabic_language::406,arabic_language,arabic_mmlu,False,clean
arabic_language::407,arabic_language,arabic_mmlu,False,clean
arabic_language::408,arabic_language,arabic_mmlu,False,clean
arabic_language::409,arabic_language,arabic_mmlu,False,clean
arabic_language::410,arabic_language,arabic_mmlu,False,clean
arabic_language::411,arabic_language,arabic_mmlu,True,morphological
arabic_language::412,arabic_language,arabic_mmlu,False,clean
arabic_language::413,arabic_language,arabic_mmlu,False,clean
arabic_language::414,arabic_language,arabic_mmlu,True,lexical_or_artifact
arabic_language::415,arabic_language,arabic_mmlu,False,clean
arabic_language::416,arabic_language,arabic_mmlu,False,clean
arabic_language::417,arabic_language,arabic_mmlu,True,morphological
